time_s,arm_pos_rad,arm_vel_rad_s,pendulum_angle_rad,pendulum_vel_rad_s,control_action,acceleration_cmd_rad_s2,pendulum_angle_unwrapped,sim_cart_pos,sim_pole_angle,env_cart_pos,env_pole_angle,dyn_ghost_sim_pole_angle,env_action
0.87508,-0.6681,-0.4524,-0.9493,0.0077,-0.0252,-1.2614,6.44246405471659,-1.1101668232870623,6.366069223145114,-0.353484795098196,7.509744074291024,6.4392172643446886,0.21889357268810272
0.90008,-0.6858,-0.7068,-0.951,-0.0072,0.0144,0.7188,6.437123347205487,-1.1096764764635436,6.345238173239523,-0.41686909577553083,7.18962880634573,6.4249374045115655,0.3591749668121338
0.92515,-0.6975,-0.4698,-0.9586,-0.0317,0.028,1.3976,6.413247243038205,-1.1083057249886867,6.317749504822083,-0.458212348586523,6.788703162631149,6.392765024299444,0.5804514288902283
0.95009,-0.7147,-0.6888,-0.9688,-0.0424,0.0729,3.646,6.381202997971588,-1.1046236923654085,6.2850080988740755,-0.46377692862507663,6.314793011492971,6.354383621037571,0.8521104454994202
0.97509,-0.7245,-0.3927,-0.9833,-0.0608,0.0836,4.1786,6.335649904494536,-1.0984807776254126,6.250086766211571,-0.4417817128988213,5.813737041697113,6.303699505929446,1.0
1.00008,-0.7363,-0.4715,-0.9996,-0.0685,0.1256,6.2791,6.284441944241022,-1.0885149974250303,6.215146411696161,-0.3966109378710385,5.323189282902609,6.252736217289942,0.9506111145019531
1.02508,-0.7417,-0.216,0.9832,-0.0721,0.1392,6.9596,6.2304065505992785,-1.0744728283365323,6.183339629018883,-0.3379170212074152,4.8758630752891845,6.1997899950413045,0.6365564465522766
1.05008,-0.7442,-0.0982,0.9664,-0.0701,0.1536,7.682,6.17762779401897,-1.0559429077788187,6.157339423638825,-0.2762916637064068,4.515748140021331,6.152786390535445,0.05692239850759506
1.07513,-0.7422,0.0784,0.9514,-0.0629,0.1514,7.5717,6.130503904215123,-1.0330003622779962,6.139664935941703,-0.2291572552915452,4.268527404092805,6.114621574830685,-0.5289433002471924
1.10008,-0.7339,0.3345,0.9408,-0.0445,0.1114,5.5694,6.097203022087071,-1.007190130231451,6.133331996049183,-0.2035197352151751,4.116474600425885,6.0878059188321245,-0.6910350918769836
1.12516,-0.725,0.3522,0.9336,-0.0302,0.0948,4.7394,6.074583554981225,-0.9785161418465289,6.138852433469396,-0.19407816971527728,4.04184555979994,6.078815810724087,-0.5159939527511597
1.15007,-0.7073,0.7094,0.9316,-0.0082,0.0424,2.1179,6.068300369674046,-0.9491470214056796,6.157560431661954,-0.1863122101035242,4.04355415065035,6.08258976777814,-0.0837038978934288
1.17509,-0.6946,0.5102,0.9351,0.0143,0.02,0.9978,6.07929594396161,-0.9191053709667784,6.18760065509262,-0.17860928623719283,4.12237352333607,6.108764862531092,-0.026357630267739296
1.20009,-0.6735,0.8444,0.9441,0.0378,-0.0404,-2.0175,6.1075702778439185,-0.8905831735947294,6.228018787513572,-0.17312891025293248,4.281149584598024,6.145090148982038,-0.05276787281036377
1.22512,-0.6592,0.5686,0.9576,0.0568,-0.0646,-3.2317,6.14998177866738,-0.8639951700687054,6.2752642627402215,-0.16879400956959267,4.5275249300406495,6.199406898609469,-0.04767801612615585
1.25008,-0.6406,0.7475,0.9755,0.0747,-0.1201,-6.0066,6.2062162871666375,-0.841225469551483,6.326473514012848,-0.16553061951905773,4.86802132983471,6.258124047176068,-0.037286922335624695
1.2751,-0.6303,0.4121,0.9962,0.0869,-0.1283,-6.4153,6.271247255095946,-0.8221109436327453,6.376534122550594,-0.16377375314578316,5.302182842111423,6.325452010857903,-0.04756375402212143
1.30009,-0.62,0.4124,-0.9825,0.089,-0.155,-7.7477,6.338163178617409,-0.8076253494989624,6.4214924015112524,-0.1660689536180817,5.815434025509971,6.3885290137480775,-0.11053817719221115
1.32515,-0.6165,0.1371,-0.9606,0.092,-0.1524,-7.6202,6.406964057731025,-0.7974837226773986,6.456767735257525,-0.17787546719994315,6.376945851107274,6.446738682295676,-0.25705966353416443
1.35008,-0.617,-0.0197,-0.9424,0.0762,-0.1416,-7.0799,6.464141044026359,-0.7914013719637163,6.478754290172004,-0.20094400551429392,6.938260997369135,6.492196556211454,-0.39277955889701843
1.37511,-0.621,-0.1569,-0.9287,0.0573,-0.1256,-6.2824,6.5071808633805395,-0.788834478576404,6.484930547260435,-0.2273078881517493,7.442518910150944,6.520578237077605,-0.16198581457138062
1.40023,-0.6278,-0.2736,-0.9207,0.0337,-0.1063,-5.313,6.532313604609258,-0.7892621100989755,6.474337384452293,-0.2442391489523345,7.852672490774329,6.528408971800232,0.1975761353969574
1.42514,-0.6426,-0.5913,-0.9187,0.0082,-0.0593,-2.9627,6.538596789916437,-0.7911446193765704,6.446719530552751,-0.2527976737716536,8.163451189440796,6.519043077419479,0.29894959926605225
1.45014,-0.6612,-0.7463,-0.9235,-0.0199,-0.0147,-0.7352,6.5235171451792064,-0.7932463145799858,6.403723081505863,-0.24876939180184818,8.383035883807842,6.490731740653917,0.3802793025970459
1.47509,-0.6745,-0.5312,-0.9358,-0.0516,0.0127,0.6374,6.484875555540052,-0.7948588179200317,6.348939119213434,-0.2333250745024396,8.521698684506923,6.4392828414830445,0.40057212114334106
1.5001,-0.6941,-0.7848,-0.9532,-0.0731,0.0786,3.9302,6.430211843367589,-0.7938723474498098,6.285814669066798,-0.21003959074592565,8.585381739653068,6.377593046326603,0.3185749053955078
1.52515,-0.7064,-0.49,-0.9753,-0.0926,0.109,5.4493,6.360782645723255,-0.789593962754954,6.219882452498947,-0.18718291820200228,8.574377292050123,6.301827279015214,0.01941750757396221
1.55008,-0.7206,-0.571,0.9998,-0.1043,0.1823,9.1152,6.282556988648869,-0.7797557004520541,6.155485957684331,-0.16811850871691297,8.486429185920978,6.226064717143725,-0.10086444765329361
1.57514,-0.7265,-0.2351,0.9729,-0.1125,0.2283,11.4141,6.198048146267303,-0.7630223910200409,6.097626322988453,-0.150426112127715,8.318695224621337,6.149586589994149,-0.04906195029616356
1.60009,-0.727,-0.0197,0.9484,-0.1028,0.249,12.4482,6.121079126254354,-0.7391708882142278,6.051596280890265,-0.13628279466096668,8.062210549117614,6.0819685258207175,-0.11660350114107132
1.62515,-0.7221,0.1959,0.9243,-0.1007,0.2471,12.3545,6.04536674330284,-0.7080392104728583,6.02149517517775,-0.12681873143587272,7.7092257488262455,6.029165163866932,-0.16805578768253326
1.65009,-0.7049,0.689,0.9055,-0.0787,0.176,8.7982,5.9863048014153515,-0.6724293016398398,6.012448223611852,-0.12141821547255364,7.260548672823386,5.991333366693871,-0.1463136374950409
1.67526,-0.6872,0.7019,0.8944,-0.0465,0.1259,6.2934,5.951433122960505,-0.6329376389447819,6.025601316670278,-0.11222386659266506,6.735928581169326,5.980018934092097,0.10106385499238968
1.70008,-0.6558,1.2658,0.8914,-0.0128,0.0383,1.9174,5.942008344999736,-0.5934898558080398,6.062998032211965,-0.08826527707369206,6.165000388525141,5.986926326330941,0.35033366084098816
1.72509,-0.6327,0.9225,0.8976,0.0261,-0.0026,-0.1276,5.961486219451992,-0.5538193086428217,6.120763520856,-0.06003688135583031,5.598578326151289,6.027157012453333,0.5530861616134644
1.75318,-0.5974,1.2579,0.915,0.0731,-0.1069,-5.3458,6.016149931624455,-0.5123305607776326,6.2057175088325724,-0.01698714463729415,5.0689006383629875,6.0932403411124,0.20732355117797852
1.7752,-0.5743,1.0477,0.9351,0.0839,-0.1304,-6.5208,6.07929594396161,-0.48821252447970476,6.286797540957253,0.02713807270716222,4.623876018100502,6.16486194545566,0.015063795261085033
1.80008,-0.5444,1.2038,0.9642,0.1222,-0.2316,-11.582,6.170716290181072,-0.4597196390474126,6.376712597921169,0.06559586615455507,4.280741427788874,6.253252269732615,-0.10610094666481018
1.82511,-0.5287,0.6275,0.9984,0.1432,-0.2373,-11.8675,6.278158758933843,-0.44256234470804673,6.467360637056314,0.10319935757645336,4.036188493761509,6.3548565418481315,-0.13410447537899017
1.85032,-0.5144,0.5647,-0.9653,0.1519,-0.2749,-13.7449,6.3921985722591526,-0.4322118511217208,6.545817860200015,0.13200726729844814,3.8669714130941912,6.450799939715625,-0.25467997789382935
1.87515,-0.5115,0.1186,-0.9303,0.1468,-0.2526,-12.6296,6.502154315134796,-0.42937695298053113,6.605249798496498,0.15086020363767075,3.7580549040669187,6.5394816214308324,-0.33523306250572205
1.90008,-0.5159,-0.1772,-0.9011,0.1222,-0.2327,-11.6336,6.593888820619618,-0.4330151939813281,6.63922373373227,0.1540813257354522,3.694581761220617,6.6091531692676035,-0.37464040517807007
1.92508,-0.5252,-0.3731,-0.8781,0.0966,-0.2185,-10.9228,6.6661454516521825,-0.4429134375435141,6.644555225754854,0.1478830095086775,3.675293738483998,6.6520588793551205,-0.3174653947353363
1.95008,-0.5478,-0.9033,-0.8654,0.0532,-0.1542,-7.7113,6.706043678352773,-0.4569324852909703,6.619141787905811,0.13219166844927,3.6984435724075646,6.669887630249476,-0.3458307981491089
1.9751,-0.5675,-0.7847,-0.8633,0.0087,-0.1268,-6.3411,6.712641022925312,-0.4745244101200249,6.565104697088455,0.11796687066460995,3.7747225981745545,6.650236642281093,-0.03178662061691284
2.00008,-0.6018,-1.3752,-0.8717,-0.0353,-0.0585,-2.9232,6.686251644635158,-0.49343306358790995,6.485731712307296,0.10544582468450966,3.9101245519804575,6.607071463193646,0.04800540953874588
2.02514,-0.6278,-1.0385,-0.8912,-0.0818,-0.0013,-0.0642,6.6249905878901565,-0.5121811484185458,6.387358345190278,0.0938050514752592,4.113509413741711,6.528233744790813,0.03080626390874386
2.05007,-0.6671,-1.5746,-0.9199,-0.1202,0.119,5.9491,6.5348268787321295,-0.5267794607721663,6.2758744179155945,0.08271304369185312,4.396521392386279,6.436888688077467,0.0187013428658247
2.07511,-0.6916,-0.9805,-0.9573,-0.1565,0.2211,11.0536,6.417331313487871,-0.5345742920989888,6.1596733993044825,0.07058801672612516,4.768570647665276,6.320522560091677,-0.027898186817765236
2.10008,-0.7226,-1.2383,-0.9987,-0.1733,0.4284,21.4199,6.287269377629254,-0.5289852433458285,6.044088149403567,0.0567870356909214,5.2312551717878915,6.206079630940547,-0.0827731266617775
2.12513,-0.7363,-0.5486,0.9578,-0.1825,0.56,28.0018,6.150610097198098,-0.5065956420189606,5.937244250385646,0.031133340454687325,5.778203437895354,6.086077547756239,-0.3257136642932892
2.15008,-0.7373,-0.0394,0.9146,-0.181,0.5654,28.27,6.014893294563019,-0.46820499952906286,5.8498245670466655,-0.010901783305749582,6.372789542178436,5.975435135647292,-0.5202329158782959
2.17508,-0.7235,0.5496,0.8744,-0.1682,0.498,24.8997,5.888601269888709,-0.4145643018238617,5.789852379072127,-0.06728743058664308,6.979631963712056,5.88197002536781,-0.5148229002952576
2.20009,-0.6833,1.61,0.8403,-0.1427,0.4023,20.117,5.781472960401297,-0.348972240855821,5.7641857804723236,-0.1312479282623682,7.5302817521732655,5.806676850323951,-0.18479324877262115
2.22517,-0.644,1.5655,0.8167,-0.0992,0.3208,16.0377,5.7073313737765785,-0.27445188952035166,5.77584451112506,-0.18562017272932665,7.985912886398287,5.773834590790501,0.27538001537323
2.25008,-0.5733,2.8377,0.8055,-0.0465,0.2341,11.7073,5.672145536056372,-0.19432238548022024,5.824598211819065,-0.2258301809813292,8.340653886937261,5.765379236057796,0.5049710273742676
2.2751,-0.5189,2.1782,0.8093,0.0159,0.1004,5.0201,5.684083588140013,-0.11134756353329647,5.906966810757697,-0.24152112542690043,8.61417940490765,5.812450017057499,0.7228760719299316
2.3001,-0.4609,2.3164,0.8268,0.0731,-0.0267,-1.3357,5.739061459577835,-0.053166505094473564,6.038359414325083,-0.22895217481417604,8.83387417164057,5.899134399027988,0.6898667812347412
2.32513,-0.3721,3.5492,0.8582,0.1314,-0.0731,-3.6535,5.837707468900555,0.030840487325387973,6.163374411632275,-0.20138288585233163,9.006358058603132,5.99850190604433,0.6586043834686279
2.35009,-0.2847,3.5018,0.902,0.1836,-0.2035,-10.1748,5.975309227127787,0.10789193188460423,6.303512341568012,-0.17703072110071413,9.135333051332681,6.120625021553988,0.011872834526002407
2.37508,-0.2307,2.1605,0.9551,0.2224,-0.4535,-22.6748,6.142127797033406,0.17050319891444213,6.453990013058219,-0.1643366927822002,9.225645310291696,6.281046499453514,-0.29140904545783997
2.40015,-0.1605,2.8001,-0.9856,0.2485,-0.5202,-26.0078,6.32842424139128,0.21395144547574188,6.604681715162904,-0.14818556157311571,9.2995537816256,6.431279807018477,-0.01812955178320408
2.42511,-0.1262,1.3763,-0.9241,0.2577,-0.5307,-26.5334,6.521632189587052,0.23950251300325479,6.739741291383296,-0.14092662110180357,9.35266259971241,6.593869194378672,-0.1785799115896225
2.45014,-0.0942,1.2747,-0.8643,0.2506,-0.5132,-25.6615,6.709499430271722,0.25097797424136287,6.842979325564984,-0.12566724909096885,9.406448529614805,6.729627784258272,0.1022125780582428
2.47515,-0.0859,0.3337,-0.8129,0.2153,-0.4303,-21.5163,6.870977292666238,0.25044410120786875,6.903427439140758,-0.12348090098480975,9.445785691384634,6.84102010403572,-0.23705214262008667
2.50019,-0.0913,-0.2157,-0.7745,0.1606,-0.3679,-18.3943,6.991614450564086,0.23955701888076814,6.914831062428038,-0.11145390030364787,9.496806264840105,6.910682248938232,0.12108471244573593
2.52513,-0.105,-0.5511,-0.7535,0.0879,-0.3452,-17.2585,7.057587896289471,0.21882751164549713,6.876252239502038,-0.11195628539914304,9.542718661605715,6.929988386381821,-0.21802502870559692
2.55014,-0.1389,-1.3544,-0.751,0.0107,-0.3589,-17.9456,7.065441877923446,0.18589207340808855,6.793130764254341,-0.10438030715866829,9.607926344183626,6.90420762493839,0.08983059227466583
2.57508,-0.1698,-1.2397,-0.7672,-0.068,-0.2897,-14.486,7.0145480769352915,0.1454972817670229,6.669781216615103,-0.10546931150645886,9.682501570758768,6.822054154287452,-0.13648489117622375
2.60008,-0.2292,-2.376,-0.8007,-0.1401,-0.2127,-10.6345,6.909304723040033,0.09883630130698379,6.517036926146276,-0.1024596142251218,9.785714879116158,6.711382249452692,0.01155636366456747
2.6251,-0.2749,-1.8248,-0.8501,-0.2071,-0.0653,-3.2649,6.754110045952697,0.051734919824445565,6.344110032318418,-0.1056368299965868,9.917478064744403,6.553858177464314,-0.106720469892025
2.65015,-0.349,-2.9582,-0.9097,-0.2495,0.1152,5.7591,6.566871123798745,0.0208654879983289,6.151706047690048,-0.11147148229809531,10.092784515421442,6.394291651536436,-0.12302076071500778
2.67514,-0.3976,-1.9451,-0.9778,-0.2853,0.3756,18.7784,6.35292866408928,-0.013491905145771031,5.975398381942831,-0.12245102947124756,10.32384660762191,6.206980061247018,-0.1525319665670395
2.70008,-0.4619,-2.578,0.9521,-0.2935,0.6618,33.0908,6.132703019072635,-0.02724103978300519,5.810530910083496,-0.13546500487330312,10.628852512584222,6.03977102644107,-0.09809603542089462
2.72514,-0.4909,-1.1557,0.8813,-0.2966,0.6754,33.7702,5.910278259198479,-0.01983780394945178,5.672747297213032,-0.1494500603831396,11.022385617955337,5.869799731102142,-0.04122339189052582
2.7501,-0.5066,-0.6293,0.8185,-0.2633,0.5627,28.1366,5.71298624055304,0.005078828503778765,5.5769591179134395,-0.16372127254636967,11.510091068573418,5.728549177208624,-0.00759247038513422
2.77508,-0.5056,0.0393,0.7673,-0.2142,0.4612,23.0581,5.552136696689242,0.0444115483469683,5.532205247439647,-0.18153889729226613,12.07987934828586,5.6256290064472365,-0.07803244888782501
2.80008,-0.4806,1.0014,0.733,-0.1437,0.4061,20.3069,5.444380068671112,0.0956406209163067,5.5452522569871965,-0.20600456588201124,12.696605412800471,5.5669168569529495,-0.23610703647136688
2.82508,-0.4531,1.0996,0.7169,-0.0675,0.3454,17.2698,5.393800426948316,0.15788027298767934,5.613900518950988,-0.24122169269624436,13.30987971877455,5.568523804306655,-0.3615895211696625
2.85011,-0.4182,1.3923,0.7214,0.0189,0.2355,11.7736,5.4079375938894705,0.2258319346894107,5.735433693857429,-0.27756625601236734,13.85863260257227,5.628146784902925,-0.02407575212419033
2.87518,-0.3534,2.5849,0.7461,0.1033,0.1214,6.0711,5.485534932433139,0.29493211768236155,5.903096003604304,-0.29915664354400434,14.3074723741838,5.72640435731291,0.3513202667236328
2.90008,-0.2798,2.9565,0.7892,0.1805,-0.0407,-2.0371,5.620937575802858,0.3615914448965525,6.105448705197986,-0.3059735549735633,14.660323421235766,5.865442770236429,0.46446266770362854
2.92514,-0.2297,1.9983,0.8497,0.2536,-0.278,-13.8988,5.8110039313450415,0.4195497663670487,6.3302603679395295,-0.29320091797352993,14.93573187588785,6.056530376295991,0.5997719764709473
2.95009,-0.16,2.7943,0.9233,0.3083,-0.4264,-21.3189,6.042225150649251,0.46400396334786825,6.561219694815314,-0.26172839685078175,15.148651671029633,6.2538525594218815,0.6743814945220947
2.97509,-0.1227,1.4919,-0.9933,0.3492,-0.5667,-28.3371,6.3042339779586385,0.4916366851854163,6.779189157743172,-0.2300122959215727,15.307464698382937,6.4771595096293355,0.09977585822343826
3.00008,-0.0844,1.532,-0.9067,0.3625,-0.5503,-27.5144,6.576295901759515,0.5036652955362001,6.962492980528637,-0.21053704499047338,15.417231245776923,6.681439020873961,-0.2828303873538971
3.02509,-0.0731,0.4516,-0.8237,0.3477,-0.4528,-22.6386,6.837048092007468,0.5032572507386153,7.0926980076141835,-0.1910572042122533,15.498493846414272,6.867236096220172,-0.09030462801456451
3.05007,-0.0756,-0.0982,-0.7538,0.293,-0.3295,-16.4753,7.056645418493394,0.49397189033640543,7.157457641158364,-0.1768387616879184,15.554377838967426,7.009210677141381,-0.12629690766334534
3.07509,-0.0869,-0.4512,-0.7026,0.2142,-0.2899,-14.4947,7.217494962357192,0.476419739909579,7.152231623222393,-0.15980291633962457,15.597960263032514,7.092657774492841,0.018579890951514244
3.10008,-0.1149,-1.1199,-0.674,0.1202,-0.3341,-16.7043,7.307344512249859,0.44899244193411725,7.078964412956267,-0.14987106271549164,15.624089497434,7.115087534639916,-0.14052002131938934
3.12514,-0.1414,-1.0577,-0.6696,0.0184,-0.3151,-15.7567,7.321167519925655,0.41238350851196337,6.943363655572825,-0.13401509737178194,15.647926570387169,7.066151243547684,0.07051561027765274
3.15009,-0.1929,-2.0659,-0.6898,-0.0849,-0.4022,-20.1092,7.257707348323141,0.36261274750459527,6.759381586556339,-0.12873367652062834,15.655835465737745,6.964289887961488,-0.1905832141637802
3.17509,-0.2366,-1.7475,-0.7334,-0.1825,-0.2839,-14.1946,7.120733908626626,0.3045634470337415,6.54019217111632,-0.11293924095591461,15.669088424215182,6.799227689541436,0.1431642472743988
3.20009,-0.2867,-2.0024,-0.7959,-0.2618,-0.142,-7.0996,6.924384367777264,0.24352326272338326,6.301842848111071,-0.11150526529847406,15.664847601794675,6.593599027625302,-0.24566009640693665
3.22514,-0.3716,-3.3903,-0.8751,-0.3319,0.0159,0.7958,6.675570229612952,0.18465130165719942,6.061317020146323,-0.09876545685236578,15.667569285899937,6.386716484296565,0.14835003018379211
3.25008,-0.4614,-3.6017,-0.9617,-0.3625,0.3591,17.9545,6.4035083058120765,0.14071798554500967,5.82880158952548,-0.0976388084292877,15.655303800367147,6.178983573114451,-0.1836511343717575
3.27508,-0.5154,-2.1601,0.9485,-0.3763,0.71,35.5012,6.121393285519713,0.11928997894301555,5.6197779572376785,-0.08625369117682263,15.648074100879649,5.9568018298939664,0.14652229845523834
3.30019,-0.5728,-2.2877,0.858,-0.3789,0.7579,37.8972,5.837079150369836,0.11812060179548933,5.4559700217171345,-0.08534070801179723,15.62508128835212,5.7650155701413945,-0.16320721805095673
3.32522,-0.5925,-0.7842,0.775,-0.3477,0.5487,27.4326,5.576326960121883,0.13007994579006676,5.356573636329887,-0.07457855114018781,15.60379738689542,5.5959168394436665,0.14504335820674896
3.35017,-0.5969,-0.1771,0.7086,-0.2782,0.4621,23.1073,5.367725207923521,0.15561778777528845,5.327755858443629,-0.07376447829053893,15.56298918001606,5.477970094394343,-0.15154869854450226
3.37509,-0.5871,0.394,0.6622,-0.1943,0.4426,22.1305,5.221955308796955,0.19359026810427726,5.371366012049765,-0.06258764879888153,15.518369749512532,5.420980311132108,0.15984344482421875
3.40009,-0.5562,1.2372,0.6398,-0.0941,0.4565,22.8259,5.151583633356544,0.24509847600356438,5.482715967445735,-0.0613786056059947,15.446048958351957,5.426429370290135,-0.14487691223621368
3.42515,-0.5243,1.2733,0.6431,0.0138,0.4051,20.2557,5.16195088911339,0.3083435104343801,5.653341503322526,-0.05233440519203957,15.355869337277174,5.50300078161934,0.19301436841487885
3.45009,-0.4599,2.5782,0.6711,0.1176,0.3576,17.8776,5.249915483413904,0.38140978296006106,5.869655083727785,-0.03152215189811578,15.242140208447822,5.6271557006931205,0.3448282480239868
3.47514,-0.4069,2.1158,0.723,0.2173,0.1087,5.4325,5.412964142135214,0.4567733851258267,6.118640504764574,-6.575561247454666e-05,15.09161746466009,5.813903492653192,0.33456602692604065
3.50007,-0.3181,3.5641,0.7931,0.2935,-0.0148,-0.7397,5.633189787151859,0.5304503639878884,6.381830517869806,0.03972728273962703,14.886359318283564,6.0151129505620995,0.2665291130542755
3.52516,-0.2582,2.3871,0.8802,0.3651,-0.3326,-16.6316,5.9068225072795295,0.5932351369009815,6.643807694053448,0.08134899125629237,14.604866162337308,6.2594345648131124,0.14780712127685547
3.55009,-0.1733,3.4058,0.9786,0.4121,-0.4819,-24.0938,6.215955224392766,0.6409808270403131,6.8838560589486235,0.1266998839510354,14.23503016362976,6.48511370831887,-0.000555225764401257
3.57515,-0.1271,1.8419,-0.9189,0.429,-0.5565,-27.8264,6.537968471385719,0.6728713443558639,7.080601242253776,0.1636045924163455,13.768589889267849,6.719174421714687,-0.23517833650112152
3.60008,-0.0776,1.9882,-0.8186,0.4203,-0.4133,-20.663,6.853070214540775,0.6935885160935477,7.2144438504214365,0.1945155752672792,13.21569145966167,6.9112954388425125,-0.217352494597435
3.62514,-0.056,0.8619,-0.7316,0.3646,-0.2625,-13.1234,7.126388775403088,0.7075967025873741,7.27344889802384,0.2280305425501204,12.605585050050584,7.064312237227476,0.08897186070680618
3.65013,-0.0422,0.55,-0.6678,0.2669,-0.1428,-7.14,7.3268223867021165,0.7179542459433317,7.252774571225358,0.26807960426318267,11.987429247067837,7.1546393472360075,0.22515636682510376
3.67508,-0.0304,0.4722,-0.6271,0.1708,-0.1052,-5.2603,7.454685207703221,0.7254154173349586,7.153710347540932,0.3093135470501442,11.42085910388607,7.17162490117623,0.04564880579710007
3.70009,-0.0255,0.1963,-0.6143,0.0537,-0.1703,-8.5175,7.494897593669171,0.727627313978255,6.984287879896507,0.3411681489780428,10.947538533608663,7.116938358624129,-0.20874755084514618
3.72508,-0.0255,0.0,-0.6296,-0.0644,-0.2116,-10.5803,7.446831226069246,0.7235151812875045,6.758079457279342,0.36220470654478637,10.57329051063361,6.993865595271831,-0.3295254409313202
3.75009,-0.0295,-0.1571,-0.6718,-0.1764,-0.251,-12.5483,7.314256016087757,0.7118958751211844,6.495536634063966,0.3719466954707811,10.286005281147702,6.811263269888364,-0.3713507354259491
3.77514,-0.0442,-0.5878,-0.7382,-0.2782,-0.1993,-9.965,7.105654263889395,0.694776353144208,6.2196116178255,0.36929752078672917,10.066764846043547,6.589265486370285,-0.3905586302280426
3.80009,-0.0687,-0.9839,-0.8254,-0.3656,-0.0328,-1.641,6.831707384496365,0.6777259053206757,5.951795565678404,0.35425694088007664,9.897807331102902,6.346643796392909,-0.4050535559654236
3.82513,-0.0879,-0.7643,-0.9281,-0.43,0.2141,10.7048,6.509065818972694,0.6680190813657869,5.710888356305795,0.32754196345674824,9.765344785636668,6.097293411289469,-0.4068121910095215
3.85007,-0.1139,-1.0432,0.9657,-0.4449,0.455,22.7522,6.175428679161457,0.672443306893896,5.513006687722668,0.2990590600715664,9.664818069958438,5.872326116726604,-0.14103662967681885
3.87511,-0.1222,-0.3333,0.8601,-0.4423,0.3902,19.508,5.8436764949423745,0.6876155507488267,5.376669627464329,0.2738828352578725,9.590901345264403,5.675238963333124,0.05950985103845596
3.90161,-0.1183,0.1482,0.7627,-0.408,0.2889,14.4454,5.53768537048273,0.7129188375719714,5.311140847741854,0.25075118286060455,9.535125627052002,5.519061026430803,0.0760076716542244
3.92514,-0.108,0.4381,0.6947,-0.2848,0.2407,12.035,5.324057070038623,0.7397978724145069,5.3262738657020625,0.23050791723721514,9.49273764743025,5.439329265424921,0.08689197152853012
3.95008,-0.082,1.0433,0.6469,-0.2004,0.2877,14.3847,5.173888941197031,0.7792128379325981,5.413045251956185,0.21161443041995648,9.458040534684397,5.4168411436707675,0.059405047446489334
3.97513,-0.0579,0.9602,0.6241,-0.0951,0.2407,12.0344,5.102260628695184,0.824282606044105,5.568926272721884,0.1953819075195701,9.428871200633337,5.467866048287448,0.07568832486867905
4.00008,-0.0118,1.849,0.6292,0.021,0.2543,12.7131,5.118282751228492,0.8770095569544033,5.78031771089779,0.18006720411451824,9.400671169465348,5.575467342318171,0.04754553735256195
4.02516,0.0255,1.4875,0.662,0.1375,0.0782,3.9108,5.221326990266237,0.9313894828614452,6.033767779824642,0.16735061763023523,9.37233557313599,5.749091275127568,0.0701737031340599
4.05008,0.0879,2.5018,0.7208,0.2465,-0.0727,-3.6347,5.406052638297317,0.9823837170523757,6.311145279488783,0.15506724968423563,9.339009536391162,5.956956682183475,0.03561784327030182
4.07508,0.1291,1.6493,0.808,0.3651,-0.4025,-20.1247,5.679999517690347,1.0201654155139923,6.595705288141284,0.14575987006629385,9.299984988189692,6.203101991080933,0.074345164000988
4.10008,0.1787,1.9832,0.9207,0.472,-0.6556,-32.7791,6.034057009749916,1.037846536812345,6.8663127691804915,0.1361752164425605,9.248344416681624,6.451856885722526,0.02241114340722561
4.12517,0.1973,0.7434,-0.957,0.5123,-0.6336,-31.6824,6.418273791283948,1.0376655154370846,7.095785375213527,0.13070098433077376,9.183495991249506,6.7057345479102715,0.09509781002998352
4.15008,0.2017,0.1773,-0.8568,0.4198,-0.5314,-26.5704,6.733061375173646,1.0229310126162832,7.262818273831154,0.1231930615620153,9.093307583193747,6.930445728618933,-0.010204599238932133
4.17514,0.1905,-0.4506,-0.7789,0.3262,-0.4034,-20.1715,6.97779144288829,0.9969942632057164,7.354173544827381,0.12230547710318074,8.977683954447615,7.10714390562641,0.1404741257429123
4.20008,0.1571,-1.3383,-0.728,0.2132,-0.3998,-19.9924,7.137698508956011,0.9596913127865485,7.365070880246747,0.12170633545441616,8.820273217435295,7.2242025832450505,0.06706266850233078
4.22513,0.1247,-1.2935,-0.703,0.1048,-0.3793,-18.9658,7.216238325295755,0.9112376515525612,7.295699098269433,0.12537415641938573,8.611430556546889,7.263739129430285,0.1093076840043068
4.25013,0.0619,-2.5127,-0.7036,-0.0026,-0.4752,-23.7586,7.214353369703602,0.8486259577058666,7.15297096793927,0.12949561438971965,8.332835001217541,7.2378378771655125,0.049316711723804474
4.27508,0.0098,-2.0854,-0.7253,-0.091,-0.3875,-19.3744,7.146180809120704,0.7753086926921762,6.946412674781645,0.13277755344495915,7.968920468238095,7.130984237474573,-0.015771368518471718
4.30007,-0.0834,-3.7321,-0.765,-0.1662,-0.4204,-21.0186,7.021459580773188,0.6881178067490348,6.695201928018094,0.13085804422677044,7.509741182726066,6.974019512953248,-0.13995550572872162
4.3251,-0.1556,-2.8836,-0.8088,-0.1836,-0.2276,-11.3796,6.883857822545956,0.5944148850936408,6.416130956959276,0.12494060431960023,6.9636459569696,6.749363949124328,-0.13896428048610687
4.35009,-0.2351,-3.1813,-0.8447,-0.1503,-0.1594,-7.971,6.7710746462820826,0.4968200226959669,6.131604432069254,0.12788882448478758,6.355399852915735,6.4895420792782605,0.18118475377559662
