timestamp_s,arm_pos_rad,arm_actual_vel_rad_s,pendulum_pos_rad,pendulum_vel_rad_s,action_cmd,acceleration_cmd_rad_s2
5.157e-06,0.0,0.0,3.138524692,-0.0015339808,-0.0184351355,-2.7652702332
0.025099982,0.0,0.0,3.1381411968,-0.0005113269,-0.0270751268,-4.0612688065
0.050082356,-0.000625,-0.0078539816,3.1381411968,0.0,-0.028789591,-4.31843853
0.075078011,-0.00125,-0.0078539816,3.1377577016,-0.0005113269,-0.0278726257,-4.180893898
0.100151273,-0.004375,-0.0392699082,3.1323887689,-0.007158577,-0.0097271875,-1.4590780735
0.125144012,-0.00625,-0.0235619449,3.1274033313,-0.0066472501,0.000491444,0.0737166032
0.150109614,-0.01,-0.0471238898,3.1193499322,-0.0107378655,0.023350101,3.5025150776
0.175173761,-0.0125,-0.0314159265,3.115131485,-0.0056245962,0.0319243856,4.7886576653
0.200195303,-0.015,-0.0314159265,3.1155149802,0.0005113269,0.036040578,5.4060869217
0.225123925,-0.015625,-0.0078539816,3.1201169226,0.0061359232,0.0284379683,4.2656950951
0.250229323,-0.015625,0.0,3.1297043025,0.0127831732,0.0154453944,2.3168091774
0.275224406,-0.015625,0.0,3.1412091584,0.0153398079,0.003814159,0.5721238256
0.300217249,-0.014375,0.0157079633,-3.1312382833,0.014317154,-0.0101903807,-1.5285570621
0.325180612,-0.01375,0.0078539816,-3.118966437,0.0163624617,-0.0225498844,-3.3824827671
0.350128505,-0.01375,0.0,-3.1101460474,0.0117605194,-0.0269545615,-4.0431842804
0.375220153,-0.01375,0.0,-3.1063110955,0.0051132693,-0.0252851881,-3.7927782536
0.40022409,-0.014375,-0.0078539816,-3.1089955618,-0.0035792885,-0.0141079696,-2.1161954403
0.425172661,-0.015625,-0.0157079633,-3.1147479898,-0.0076699039,-7.81175e-05,-0.0117176212
0.450225609,-0.018125,-0.0314159265,-3.1281703217,-0.0178964425,0.0267091841,4.006377697
0.47523288,-0.019375,-0.0157079633,3.140442168,-0.0194304233,0.0431391373,6.4708704948
0.500233535,-0.02,-0.0078539816,3.1270198361,-0.0178964425,0.0529565029,7.9434752464
0.525168304,-0.019375,0.0078539816,3.1220343985,-0.0066472501,0.0471092016,7.066380024
0.550141511,-0.016875,0.0314159265,3.1201169226,-0.0025566346,0.0336760171,5.0514025688
0.575220294,-0.014375,0.0314159265,3.1270198361,0.0092038847,0.0130947176,1.9642076492
0.600217043,-0.009375,0.0628318531,3.1389081872,0.0158511348,-0.0206427239,-3.0964086056
0.62512056,-0.005625,0.0471238898,-3.1343062448,0.0132945002,-0.0406339467,-6.0950918198
0.650118558,-0.00125,0.0549778714,-3.1243353697,0.0132945002,-0.0626492649,-9.3973894119
0.675220412,0.000625,0.0235619449,-3.1216509033,0.0035792885,-0.0640595779,-9.6089363098
0.700221638,0.00125,0.0078539816,-3.1270198361,-0.007158577,-0.0522638075,-7.8395709991
0.725221041,0.0,-0.0157079633,-3.1377577016,-0.014317154,-0.0311467834,-4.6720175743
0.750115963,-0.003125,-0.0392699082,3.1304712929,-0.0199417502,-0.0027020443,-0.4053066373
0.775157294,-0.00625,-0.0392699082,3.1105295426,-0.0265890003,0.0270860568,4.0629086494
0.800217012,-0.01,-0.0471238898,3.0932722588,-0.0230097118,0.0529893897,7.9484086037
0.825179539,-0.011875,-0.0235619449,3.084068374,-0.0122718463,0.0564562716,8.4684410095
0.850119879,-0.0125,-0.0078539816,3.084068374,0.0,0.0470747687,7.0612154007
0.875220222,-0.011875,0.0078539816,3.0940392492,0.0132945002,0.0266793109,4.0018968582
0.900221449,-0.009375,0.0314159265,3.1105295426,0.021987058,-0.002572245,-0.3858367503
0.925220592,-0.0075,0.0235619449,3.1350732352,0.0327249235,-0.0342944264,-5.1441640854
0.950124263,-0.004375,0.0392699082,-3.1274033313,0.0276116542,-0.061423637,-9.2135457993
0.975219555,-0.00375,0.0078539816,-3.1066945907,0.0276116542,-0.0783021897,-11.7453289032
1.000228333,-0.005,-0.0157079633,-3.1005586675,0.0081812309,-0.0667871386,-10.0180711746
1.025230029,-0.0075,-0.0314159265,-3.1013256579,-0.0010226539,-0.04703857,-7.055785656
1.050120054,-0.01375,-0.0785398163,-3.1147479898,-0.0178964425,0.0007576961,0.1136544198
1.075219773,-0.01875,-0.0628318531,-3.1373742064,-0.0301682888,0.0465223826,6.9783573151
1.100119382,-0.02625,-0.0942477796,3.1235683793,-0.0296569619,0.0926809609,13.9021444321
1.125213267,-0.03,-0.0471238898,3.1059276003,-0.0235210387,0.1110214293,16.653213501
1.150113917,-0.031875,-0.0235619449,3.1001751723,-0.0076699039,0.1074207127,16.1131076813
1.175223636,-0.030625,0.0157079633,3.1063110955,0.0081812309,0.0817982554,12.2697381973
1.200224602,-0.025,0.0706858347,3.1270198361,0.0276116542,0.0296183564,4.442753315
1.225188328,-0.02,0.0628318531,-3.1266363409,0.0393721736,-0.0188362636,-2.8254394531
1.250101531,-0.01125,0.1099557429,-3.0971072107,0.0393721736,-0.0767196417,-11.5079460144
1.275137914,-0.006875,0.0549778714,-3.0717965277,0.0337475773,-0.1062363088,-15.9354467392
1.30018758,-0.0025,0.0549778714,-3.0629761382,0.0117605194,-0.1121807247,-16.8271083832
1.325192712,-0.0025,0.0,-3.070262547,-0.0097152117,-0.0856085122,-12.8412771225
1.350126176,-0.005625,-0.0392699082,-3.093655754,-0.0311909427,-0.0338644609,-5.0796689987
1.375224489,-0.01,-0.0549778714,-3.1327722641,-0.0521553468,0.0313197114,4.697956562
1.400232486,-0.01625,-0.0785398163,3.1109130378,-0.0526666737,0.0838199705,12.5729951859
1.42516246,-0.019375,-0.0392699082,3.0725635181,-0.0511326929,0.1154114604,17.3117198944
1.450113477,-0.02125,-0.0235619449,3.0514712823,-0.0281229811,0.1195762157,17.9364318848
1.475401118,-0.02,0.0157079633,3.0438013784,-0.0102265386,0.1000728607,15.0109291077
1.500202026,-0.013125,0.086393798,3.0576072055,0.0184077695,0.0421165489,6.3174824715
