timestamp_s,arm_pos_rad,arm_actual_vel_rad_s,pendulum_pos_rad,pendulum_vel_rad_s,action_cmd,acceleration_cmd_rad_s2
5.782e-06,0.0,0.0,3.1377577016,-0.0005113269,-0.0189216919,-2.8382537365
0.025085548,0.0,0.0,3.1381411968,0.0005113269,-0.0280867219,-4.2130084038
0.050079218,-0.002,-0.0785597077,3.1392916824,0.0015339808,-0.030856533,-4.6284799576
0.075082002,-0.0079,-0.2355932133,3.1343062448,-0.0066472501,-0.0179187395,-2.6878108978
0.100078849,-0.0137,-0.2356491691,3.1277868265,-0.0086925578,-0.0050496133,-0.7574419975
0.125124656,-0.0255,-0.4703770356,3.1228013889,-0.0066472501,0.012638934,1.8958400488
0.150160254,-0.0334,-0.3137125638,3.1181994466,-0.0061359232,0.0229792409,3.4468860626
0.175174341,-0.0412,-0.3139823426,3.115131485,-0.0040906154,0.0319894254,4.7984137535
0.200180095,-0.0471,-0.2355652313,3.117048961,0.0025566346,0.0320911594,4.8136739731
0.225198036,-0.0491,-0.0784834934,3.1251023601,0.0107378655,0.0216687731,3.2503159046
0.250138527,-0.0491,0.0,3.1354567304,0.0138058271,0.0097007714,1.4551156759
0.275242357,-0.0491,0.0,-3.1369907112,0.014317154,3.65619e-05,0.0054842792
0.300104773,-0.0471,0.0789744411,-3.1270198361,0.0132945002,-0.0102085238,-1.5312786102
0.325407722,-0.0452,0.0775994691,-3.1162819706,0.014317154,-0.0209043957,-3.1356594563
0.350187063,-0.0452,0.0,-3.1109130378,0.007158577,-0.0210275985,-3.1541397572
0.375108387,-0.0452,0.0,-3.1109130378,0.0,-0.0156751201,-2.3512680531
0.400491912,-0.0471,-0.0773531418,-3.111296533,-0.0005113269,-0.010256324,-1.5384485722
0.425226824,-0.0511,-0.1587630802,-3.1174324562,-0.0081812309,0.0042763948,0.6414592266
0.450753165,-0.055,-0.1538407254,-3.1289373121,-0.0153398079,0.0228675082,3.4301261902
0.475085983,-0.0589,-0.1613866021,3.1408256632,-0.0178964425,0.039309483,5.8964223862
0.500222053,-0.0609,-0.0781146539,3.1300877977,-0.014317154,0.0468114689,7.0217204094
0.525230463,-0.0589,0.0785134044,3.1220343985,-0.0107378655,0.0462767258,6.94150877
0.550161839,-0.055,0.1575119968,3.1212674082,-0.0010226539,0.0360768698,5.4115304947
0.575231865,-0.0412,0.5482430636,3.1258693505,0.0061359232,0.0092299152,1.3844872713
0.600691954,-0.0314,0.3856026207,3.1377577016,0.0158511348,-0.0159250051,-2.3887507915
0.625166235,-0.0157,0.6418151066,-3.1331557593,0.0163624617,-0.0451117679,-6.7667651176
0.650216365,-0.0059,0.3919132173,-3.1243353697,0.0117605194,-0.0596353672,-8.9453048706
0.675086646,0.0039,0.3947473308,-3.1220343985,0.0030679616,-0.0657534301,-9.8630142212
0.700234278,0.0039,0.0,-3.1262528457,-0.0056245962,-0.0532385856,-7.9857878685
0.725198885,0.0,-0.1573023287,-3.1350732352,-0.0117605194,-0.0345773213,-5.1865983009
0.750197555,-0.0079,-0.3141759795,3.1308547881,-0.0230097118,-0.0042834049,-0.6425107121
0.775116587,-0.0196,-0.4727700679,3.1124470186,-0.0245436926,0.0264264084,3.9639613628
0.800214739,-0.0295,-0.3911633431,3.0951897348,-0.0230097118,0.0486641191,7.2996177673
0.825231847,-0.0393,-0.3924305336,3.08598585,-0.0122718463,0.0597215556,8.9582328796
0.850223485,-0.0393,0.0,3.0833013837,-0.0035792885,0.0493984036,7.4097604752
0.875091058,-0.0373,0.0789580635,3.0948062396,0.0153398079,0.0259264782,3.8889718056
0.900127646,-0.0334,0.1568500795,3.111296533,0.021987058,0.0022635572,0.3395335674
0.925221058,-0.0216,0.4694846779,3.13468974,0.0311909427,-0.0363544598,-5.453168869
0.951446637,-0.0137,0.2994779118,-3.1251023601,0.0311909427,-0.0649646074,-9.7446908951
0.975302046,-0.0098,0.1646163693,-3.1066945907,0.0245436926,-0.0798163563,-11.9724531174
1.000227016,-0.0118,-0.0787762396,-3.093655754,0.0173851156,-0.0810264349,-12.1539649963
1.025223863,-0.0216,-0.3927486151,-3.0963402203,-0.0035792885,-0.0530861989,-7.9629297256
1.050235763,-0.0353,-0.5495171443,-3.1101460474,-0.0184077695,-0.0119060744,-1.7859112024
1.075122138,-0.0589,-0.9467809153,-3.1320052737,-0.029145635,0.043385949,6.5078921318
1.100210758,-0.0766,-0.7043615263,3.1224178937,-0.0383495197,0.0890216529,13.3532476425
1.125173177,-0.0962,-0.7865805829,3.1051606099,-0.0230097118,0.1184258312,17.763874054
1.150235807,-0.1021,-0.2350306502,3.0948062396,-0.0138058271,0.1171556562,17.573348999
1.175098119,-0.0982,0.1579495429,3.0986411915,0.0051132693,0.0912231356,13.683470726
1.200224449,-0.0884,0.3907246718,3.1178159514,0.0255663465,0.0503011383,7.545170784
1.225304424,-0.0628,1.0177617923,-3.1335392545,0.0424401351,-0.0188442878,-2.8266432285
1.250121214,-0.0432,0.7911963669,-3.0990246867,0.0460194236,-0.0711884499,-10.6782674789
1.275081184,-0.0137,1.1799866397,-3.0706460422,0.0378381928,-0.1233959198,-18.50938797
1.30012022,-0.002,0.4705042339,-3.0549227391,0.0209644041,-0.131068185,-19.6602268219
1.325234206,0.0039,0.2345500322,-3.058757691,-0.0051132693,-0.1110450625,-16.6567592621
1.350229386,-0.002,-0.2356648852,-3.0786994413,-0.0265890003,-0.0666866675,-10.0030002594
1.375226285,-0.0236,-0.8640451559,-3.1201169226,-0.0552233084,0.0169844851,2.5476727486
1.400592987,-0.0412,-0.6966399761,3.113214009,-0.0664725008,0.0799236596,11.9885492325
