timestamp_s,arm_pos_rad,arm_actual_vel_rad_s,pendulum_pos_rad,pendulum_vel_rad_s,action_cmd,acceleration_cmd_rad_s2
0.0,0.0,0.0,-3.1408,-0.001,-0.0197,-2.95
0.02513,0.0,0.0,-3.1416,-0.001,-0.0285,-4.2774
0.05008,0.0,0.0,-3.1404,0.0015,-0.034,-5.094
0.07514,0.0,0.0,-3.1408,-0.0005,-0.0349,-5.2344
0.1002,0.0,0.0,-3.1404,0.0005,-0.036,-5.3941
0.12516,-0.002,-0.0787,-3.1397,0.001,-0.0327,-4.904
0.15008,-0.0059,-0.1576,-3.1381,0.002,-0.0267,-4.0061
0.17514,-0.0177,-0.4702,-3.1278,0.0138,-0.0087,-1.3097
0.20017,-0.0255,-0.3137,-3.1217,0.0082,0.0045,0.6716
0.22511,-0.0373,-0.4724,-3.117,0.0061,0.0286,4.2959
0.2502,-0.0452,-0.313,-3.1151,0.0026,0.0406,6.0926
0.27518,-0.0511,-0.2358,-3.1205,-0.0072,0.0489,7.3401
0.30022,-0.053,-0.0784,-3.1266,-0.0082,0.0445,6.6794
0.32522,-0.0511,0.0786,-3.1378,-0.0148,0.0363,5.449
0.3502,-0.0452,0.2358,3.1289,-0.022,0.0222,3.3358
0.37515,-0.0334,0.4722,3.1082,-0.0276,-0.0017,-0.2608
0.40015,-0.0255,0.3141,3.0925,-0.021,-0.0206,-3.0943
0.42512,-0.0118,0.5505,3.0795,-0.0174,-0.0511,-7.6669
0.45018,-0.0059,0.2351,3.0752,-0.0056,-0.0698,-10.4653
0.47522,-0.0039,0.0784,3.081,0.0077,-0.0829,-12.4303
0.5001,-0.0079,-0.1578,3.0986,0.0235,-0.0835,-12.5223
0.52523,-0.0216,-0.5469,3.1263,0.0368,-0.0584,-8.7535
0.55011,-0.0373,-0.6312,-3.119,0.0506,-0.0235,-3.5245
0.57515,-0.0668,-1.1763,-3.0764,0.0568,0.061,9.1551
0.60017,-0.0864,-0.7848,-3.0373,0.0522,0.1134,17.0051
0.62542,-0.108,-0.8553,-3.0158,0.0286,0.1756,26.3424
0.65032,-0.1139,-0.2366,-3.0177,-0.0026,0.1763,26.4479
0.67523,-0.1001,0.5517,-3.0442,-0.0353,0.1337,20.0484
0.70023,-0.0805,0.7854,-3.0975,-0.0711,0.1023,15.3504
0.72512,-0.0353,1.8139,3.114,-0.0956,0.0072,1.0728
0.75017,0.002,1.4896,3.0396,-0.0992,-0.0263,-3.9384
0.77522,0.055,2.1163,2.9717,-0.0905,-0.0937,-14.0553
0.80023,0.0884,1.3345,2.9222,-0.066,-0.1218,-18.2758
0.82513,0.1257,1.4985,2.9084,-0.0184,-0.1946,-29.1911
0.85019,0.1414,0.6267,2.9215,0.0174,-0.2432,-36.4782
0.87522,0.1414,0.0,2.9736,0.0695,-0.2885,-43.2812
0.90021,0.1217,-0.7856,3.0645,0.1212,-0.2992,-44.8853
0.92523,0.0589,-2.5119,-3.094,0.1662,-0.2056,-30.8456
0.95018,-0.002,-2.4396,-2.9483,0.1943,-0.0495,-7.4208
0.97576,-0.1119,-4.2976,-2.7961,0.203,0.1505,22.5769
1.00008,-0.1865,-3.0682,-2.6753,0.1611,0.3195,47.9226
1.02512,-0.2729,-3.4501,-2.6055,0.0931,0.4236,63.5472
1.05023,-0.3043,-1.2513,-2.6124,-0.0092,0.5014,75.2059
1.07523,-0.3024,0.0785,-2.6998,-0.1166,0.4358,65.3656
1.10017,-0.2631,1.5746,-2.8739,-0.2321,0.2573,38.593
1.12523,-0.163,3.9968,-3.1044,-0.3073,0.0196,2.9345
1.1502,-0.0825,3.2241,2.9149,-0.3518,0.1225,18.3773
1.17541,0.0452,5.0612,2.6795,-0.314,0.0074,1.1071
1.20023,0.1355,3.6399,2.4716,-0.2771,0.0716,10.7369
1.22513,0.2729,5.5187,2.3224,-0.1989,-0.0878,-13.1742
1.25011,0.3672,3.7738,2.2289,-0.1248,-0.1495,-22.4319
1.27518,0.4968,5.1684,2.207,-0.0291,-0.3106,-46.5891
1.30017,0.5714,2.9855,2.2626,0.0741,-0.4664,-69.9667
1.32523,0.6401,2.7429,2.4126,0.1999,-0.5899,-88.4779
1.35022,0.6499,0.3928,2.6615,0.3319,-0.7932,-118.9799
1.37522,0.589,-2.4346,2.9932,0.4423,-0.9882,-148.2243
1.40017,0.4948,-3.7778,-2.8659,0.5655,-0.9365,-140.4679
1.42536,0.3475,-5.8474,-2.436,0.5732,-0.8551,-128.2622
1.45018,0.2494,-3.9548,-2.0732,0.4837,-0.5238,-78.5762
1.47522,0.1021,-5.8813,-1.7844,0.385,-0.4812,-72.1727
1.50016,0.0039,-3.9366,-1.5854,0.2654,-0.2228,-33.4221
1.52516,-0.1433,-5.89,-1.4841,0.135,-0.207,-31.0439
1.55019,-0.2415,-3.9223,-1.4803,0.0051,0.1026,15.3948
1.57523,-0.3888,-5.8803,-1.5731,-0.1237,0.1248,18.7273
